objectid,filename,youtubeid,title,format,description,creator,recipient,date,item_information,subject,location,latitude,longitude,related_publication,publisher-digital,source,findingaid,original-identifier,identifier,rights,rightsstatement,type,language
blackworld209,https://books.google.com/books?id=eLIDAAAAMBAJ&lpg=PA1&pg=PA22#v=onepage&q&f=true,,Liberation Movement,application/pdf,the black liberation movement has changed drastically over the years and society has seen diffeent outcomes from the aftermath of the movement. some black people are still dealing with poverty and low income jobs and it is seeming like only a faction of the community are reaping the benefits of the movement.,Amiri Baraka,,1975.03,,"Black Liberation Movement, Poverty, Sixties, Rebellion","Newark, New Jersey",40.73463618,-74.17622245,,Google Books,Johnson Publishing,1975.03.22.26.05,,1975.03.22.26.05,,,Image;StillImage,
blackworld210,https://books.google.com/books?id=eLIDAAAAMBAJ&lpg=PA1&pg=PA28#v=onepage&q&f=true,,"Black Publisher, Black Writer: An Impasse",application/pdf,Black publishers have seen an all time low as many of them are choosing to stop writing. Others are struggling to get their work published and facing backlash for the work they already have. It makes it worse when most black people do not understand the publishing process so they are being taken advantage of.,John A. Williams,,1975.03,,"Black Writers, Publishing",New York,40.71471709,-74.00582979,,Google Books,Johnson Publishing,1975.03.28.26.05,,1975.03.28.26.05,,,Image;StillImage,
blackworld211,https://books.google.com/books?id=eLIDAAAAMBAJ&lpg=PA1&pg=PA32#v=onepage&q&f=true,,"Black Publisher, Black Writer: An Answer",application/pdf,"Both black and white publishers are at bay with their writers. In the previous article the writers were feeling neglected because of the lack of publications but in turn the problem isn't their work, it's the funding these companies lack in order to publish everyone's work. Everyone has limits, even the publishers.",Dudley Randall,,1975.03,,"Publications, Money Problems, Black and White Writers","Washington, DC",38.91169876,-77.03393875,,Google Books,Johnson Publishing,1975.03.32.26.05,,1975.03.32.26.05,,,Image;StillImage,
blackworld212,https://books.google.com/books?id=eLIDAAAAMBAJ&lpg=PA1&pg=PA38#v=onepage&q&f=true,,Librarians,application/pdf,"Librarians are a key part of society, providing educational sources to the children of the community and giving these black writers a platform for their work to be presented. Especially in the 60's, most libraries were purchasing books that were for black by blacks.",Ann Allen Shockley,,1975.03,,"LIbraries, Books, Black Writers, Publishing","Chicago, Illinois",41.8772452,-87.64412849,,Google Books,Johnson Publishing,1975.03.38.26.05,,1975.03.38.26.05,,,Image;StillImage,
blackworld213,https://books.google.com/books?id=eLIDAAAAMBAJ&lpg=PA1&pg=PA45#v=onepage&q&f=true,,Seasons,application/pdf,A poem that conveys the struggles of black people as a nation. How we have to be strong as a people but are also weak minded with the jive of the outside commotion. We desire something we can not reach and even with never ending promises from leaders we see nothing in return.,Sterling Plumpp,,1975.03,,"Poetry, Pain","Clinton, Mississppi",32.34059495,-90.32308107,,Google Books,Johnson Publishing,1975.03.45.26.05,,1975.03.45.26.05,,,Image;StillImage,
blackworld214,https://books.google.com/books?id=eLIDAAAAMBAJ&lpg=PA1&pg=PA51#v=onepage&q&f=true,,Poems of Exile and Return,application/pdf,An article reflecting on the work of June Jordan. How her unique style of writing and performing caught her audience well. Her poems had a significant effect on her community helped people to understand her better.,June Jordan,,1975.03,,Poetry,Mississippi,33.51669468,-89.99048549,,Google Books,Johnson Publishing,1975.03.51.26.05,,1975.03.51.26.05,,,Image;StillImage,
blackworld215,https://books.google.com/books?id=eLIDAAAAMBAJ&lpg=PA1&pg=PA54#v=onepage&q&f=true,,The Third Stop In Caraway Park,application/pdf,A story about a young black male named calvin who undergoes these psychological changes due to a drug given to him by his white friends. Makes him believe he is in two different dimensions when he is really under the spell of the drug.,Mari Evans,,1975.03,,"Short Stories, Drugs, Psychological Effects","Toledo, Ohio",41.65062555,-83.53409082,,Google Books,Johnson Publishing,1975.03.54.26.05,,1975.03.54.26.05,,,Image;StillImage,
blackworld216,https://books.google.com/books?id=eLIDAAAAMBAJ&lpg=PA1&pg=PA64#v=onepage&q&f=true,,Preparing The Professional Book Proposal,application/pdf,A article describing the key steps to present a manuscript to a publishers office. Going over the dos and donts of writng and explaining the layout of a intelligent and well written novel.,Louis C. Young,,1975.03,,"Writing, Publishing, Preparations","Chicago, Illinois",41.88849194,-87.64550179,,Google Books,Johnson Publishing,1975.03.64.26.05,,1975.03.64.26.05,,,Image;StillImage,
blackworld217,https://books.google.com/books?id=eLIDAAAAMBAJ&lpg=PA1&pg=PA71#v=onepage&q&f=true,,My Visit To Ohio Penitentiary,application/pdf,"A poem depicting the experiences of being a black person. It isn't always dangerous and harmful, sometimes it can be sweet and wholesome to watch and be apart of. You realize that most people just want you to be yourself and live your truth whether it puts you in harms way or not.",Garfield A. Jackson,,1975.03,,"Poetry, Experiences, Identity, Truth",Ohio,40.3415116,-82.78596294,,Google Books,Johnson Publishing,1975.03.71.26.05,,1975.03.71.26.05,,,Image;StillImage,
blackworld218,https://books.google.com/books?id=eLIDAAAAMBAJ&lpg=PA1&pg=PA72#v=onepage&q&f=true,,Book Publishers,application/pdf,A collection of book covers by black writers.,Carole A. Parks,,1975.03,,Art,"Chicago, Illinois",41.88849194,87.64550179,,Google Books,Johnson Publishing,1975.03.72.26.05,,1975.03.72.26.05,,,Image;StillImage,
blackworld219,https://books.google.com/books?id=eLIDAAAAMBAJ&lpg=PA1&pg=PA93#v=onepage&q&f=true,,Angela Davis--An Autobiography,application/pdf,"An autobiography about Angela Davis, her life and how she achieved her goals. Her downfalls and moments of weakness as well because those are just as important to the nature of her work and her inspirations of life.",Paula Giddings,,1975.03,,"Life Story, Struggles, Storytelling","Birmingham, Alabama",33.5145277,-86.814447,,Google Books,Johnson Publishing,1975.03.93.26.05,,1975.03.93.26.05,,,Image;StillImage,
blackworld220,https://books.google.com/books?id=dbIDAAAAMBAJ&lpg=PA1&pg=PA4#v=onepage&q&f=true,,Woodie King Jr,application/pdf,An interview given to Woodie King Jr about his various works in the 60's. All the shows he produced and acted in were incredible pieces. He shared the stage with many other writers and actors and poets that used their works to create broadway shows and screenplays.,Peter Bailey,,1975.04,,"Black Theater, Writers, Interviews",New York,40.71471709,74.00582979,,Google Books,Johnson Publishing,1975.04.4.26.06,,1975.04.4.26.06,,,Image;StillImage,
blackworld221,https://books.google.com/books?id=dbIDAAAAMBAJ&lpg=PA1&pg=PA12#v=onepage&q&f=true,,"Stage, Screen, And Black Hegemony: Black World Interviews Woodie King Jr",application/pdf,"An interview with Woodie King Jr about his thoughts on Black Theater and how it can progress in history. When thinking about how things can effectively change he suggested that art be taken away from New York. Not saying that it can not thrive in New York but all in all saying that for Black Art to be appreciated, it has to migrate out of New York.",Hoyt W. Fuller,,1975.04,,"Interviews, Black Art, Black Theater",New York,40.71471709,74.00582979,,Google Books,Johnson Publishing,1975.04.12.26.06,,1975.04.12.26.06,,,Image;StillImage,
blackworld222,https://books.google.com/books?id=dbIDAAAAMBAJ&lpg=PA1&pg=PA18#v=onepage&q&f=true,,New York,application/pdf,An article going over the plays and shows around the 1970's. The media was terrible in depicting the art of the Black Theater. Most were compatible others were still showing their racist remarks through the aritcles that were written.,Peter A. Bailey,,1975.04,,"Black Theater, Arts, Discrimination",Virginia,37.40009906,-78.27100943,,Google Books,Johnson Publishing,1975.04.18.26.06,,1975.04.18.26.06,,,Image;StillImage,
blackworld223,https://books.google.com/books?id=dbIDAAAAMBAJ&lpg=PA1&pg=PA26#v=onepage&q&f=true,,Chicago,application/pdf,An article about the Black Theater Alliance (BTA). They are an organization that offers workshops for people in theater and teaches their community how to strengthen their skills in theater. Also are a community based organization fighting to keep the black theater in chicago popular and present.,Dierdra Dyson,,1975.04,,"Organizations, Black Arts, Black Theater","Chicago, Illinois",41.88849194,87.64550179,,Google Books,Johnson Publishing,1975.04.26.26.06,,1975.04.26.26.06,,,Image;StillImage,
blackworld224,https://books.google.com/books?id=dbIDAAAAMBAJ&lpg=PA1&pg=PA34#v=onepage&q&f=true,,"Washington, D.C",application/pdf,An article continuing the discussion of how Black Theater was struggling to stay popular. Many productions were being folded by the lack of shows and money they were receiving. Big names in the industry were starting to lose hope of their next work.,Jeanne-Marie A. Miller,,1975.04,,Black Theater,"Washington, DC",38.91169876,-77.03393875,,Google Books,Johnson Publishing,1975.04.35.26.06,,1975.04.35.26.06,,,Image;StillImage,
blackworld225,https://books.google.com/books?id=dbIDAAAAMBAJ&lpg=PA1&pg=PA39#v=onepage&q&f=true,,We The Poets/A Poem For Second Thinkers,application/pdf,A sequence of poems by two talented writers. One depicting opression and the other conveying how there is a need for revolution and a fight against justice. Spoke about growing old and never being apart of the fight.,Rabi'a K. Jabbar/Zack Gilbert,,1975.04,,"Poetry, Oppression","Chicago, Illinois",41.88849194,87.64550179,,Google Books,Johnson Publishing,1975.04.39.26.06,,1975.04.39.26.06,,,Image;StillImage,
blackworld226,https://books.google.com/books?id=dbIDAAAAMBAJ&lpg=PA1&pg=PA40#v=onepage&q&f=true,,Willis Richardson: Pioneer Playwright,application/pdf,"An article reconciling with the art of Black Theater. How there are a tremendous amount of good writers and play makers in history but it took them a while to get to where they are. At first most plays were written for black people by white people, and for a while the community was longing for a writer who can commerse with their struggles and turn it into a beautiful work of art.",Bernard L. Peterson Jr.,,1975.04,,"Black Theater, Writing Conflicts, Black History",New York,40.71471709,74.00582979,,Google Books,Johnson Publishing,1975.04.40.26.06,,1975.04.40.26.06,,,Image;StillImage,
blackworld227,https://books.google.com/books?id=dbIDAAAAMBAJ&lpg=PA1&pg=PA51#v=onepage&q&f=true,,Perspectives: Books Noted,application/pdf,"In this article it discusses many plays written by black people that were beneficial to blacks but profitable to whties. Back in the 60's, black writers had the space to write their plays but only if it was appealing to a white audience. So most of the plays that were written had characteristics like racism, lynching, rape, and more harsh realities of the black community. This caught the eyes of the public more because their pain was a laughing matter to white people.",Hilda Njoki McElroy,,1975.04,,"Misconceptions, Black Theater, Money, White Audiences, Stereotypes","Grayson County, Texas",33.58434752,-96.66157904,,Google Books,Johnson Publishing,1975.04.51.26.06,,1975.04.51.26.06,,,Image;StillImage,
blackworld228,https://books.google.com/books?id=dbIDAAAAMBAJ&lpg=PA1&pg=PA53#v=onepage&q&f=true,,Manifesto Of A Liberated Poet,application/pdf,A poem depicting a song of your life and your entities in your head. How the rhythm of your life creates scenes and melodies to a sound that is distinctly yours. How your song can sing praises to the leaders of the community or speak of death crawling around the corner.,Octave Lilly Jr.,,1975.04,,Poetry,Louisiana,30.73126969,-91.81168154,,Google Books,Johnson Publishing,1975.04.53.26.06,,1975.04.53.26.06,,,Image;StillImage,
blackworld229,https://books.google.com/books?id=dbIDAAAAMBAJ&lpg=PA1&pg=PA54#v=onepage&q&f=true,,The Black Image in Early American Drama,application/pdf,An article describing the struggles of the black characters in American entertainment. How the black male only has 5 distinctive roles in these plays and movies. All the roles are showing the struggles of black people and also how white people convey their lives back then. Most black actors felt some type of way because the society never got to experience a movie that shows their successes and not their failures and flaws.,Larry Thompson,,1975.04,,"Entertainment, Black Arts, Stereotypes, Misconceptions, Redemption","Clarksdale, Mississippi",,,,Google Books,Johnson Publishing,1975.04.54.26.06,,1975.04.54.26.06,,,Image;StillImage,
blackworld230,https://books.google.com/books?id=dbIDAAAAMBAJ&lpg=PA1&pg=PA70#v=onepage&q&f=true,,Dunbar As Playwright,application/pdf,"Dunbar was a talented writer, lyricist, and actor who during his time created plays that spoke to his community. Throughout his work there were about 4 plays that created an image of his greatness and they are described in this article. Within these plays he creates an image that his community can enjoy and not feel like there is any negativity being brought onto them. His stories were beautiful and depicted his life.",Thomas Pawley,,1975.04,,"Writing, Playwright, Life Story, Creativity","Jackson, Mississippi",,,,google Books,Johnson Publishing,1975.04.70.26.06,,1975.04.70.26.06,,,Image;StillImage,
blackworld231,https://books.google.com/books?id=dbIDAAAAMBAJ&lpg=PA1&pg=PA91#v=onepage&q&f=true,,Humor in Hue,application/pdf,"A drawing of a man giving a speech to a group of people with a sign in the back asking for their vote. Could be for political uses, but has the quote ""And I say if God had wanted kids to be bused he would have made them with wheels"". Makes me think he is a white man protesting about the bussing issues that black people endured during this time.",Morrie,,1975.04,,Art,N/A,,,,Google Books,Johnson Publishing,1975.04.91.26.06,,1975.04.91.26.06,,,Image;StillImage,
blackworld232,https://books.google.com/books?id=dbIDAAAAMBAJ&lpg=PA1&pg=PA92#v=onepage&q&f=true,,Senegal Revisited,application/pdf,A poem about the hardships of being a black person in America watching everything befold in front of your eyes. How Malcolm X and many others were recruiting people to fight back and be apart of the war but bodies were still dropping left and right. The frustration of the killings and thinking if you or your family member will be next to get slaughtered. The hurt from trying to live a decent life but always having a person in your face and down your neck about how you are supposed to live and support your community.,Bruce Wright,,1975.04,,"Poetry, Racism, Poverty, Murder","Princeton, New Jersey",,,,Google Books,Johnson Publishing,1975.04.92.26.06,,1975.04.92.26.06,,,Image;StillImage,
blackworld233,https://books.google.com/books?id=dbIDAAAAMBAJ&lpg=PA1&pg=PA94#v=onepage&q&f=true,,For Alice Walker,application/pdf,A poem that names two black women who have written amazing pieces in history and have helped black women to have a voice in society. Also gives off a sense of pain and suffering coming from their experiences in life and the feeling that you can't do anything to change those experiences. How when your loved ones are taken from the world all you can do is pay your respects and live on with the traditional cultues of the community.,Micheal S. Harper,,1975.04,,"Poetry, Women, Writers, Pain, Opennes",Florida,,,,Google Books,Johnson Publishing,1975.04.94.26.06,,1975.04.94.26.06,,,Image;StillImage,
blackworld234,https://books.google.com/books?id=dbIDAAAAMBAJ&lpg=PA1&pg=PA95#v=onepage&q&f=true,,On Record: The Art Ensemble of Chicago,application/pdf,An article that goes over the many groups of musicians that traveled the world playing the music that spoke to the community. Essembles that created waves of happiness and stablility in their homes. Also went through the varies instruments and plays that these people were apart of.,Ron Welburn,,1975.04,,"Music, Musicians, Black Art","Chicago, Illinois",,,,Google Books,Johnson Publishing,1975.04.95.26.06,,1975.04.95.26.06,,,Image;StillImage,
blackworld235,https://books.google.com/books?id=dbIDAAAAMBAJ&lpg=PA1&pg=PA98#v=onepage&q&f=true,,Raveen and Duke,application/pdf,An add about hair products for black people including the hair comb and afro piks. Also has a form you can fill out to get a set of combs delivered to your house.,Unknown,,1975.04,,"Ad, Black Products, Hair care","Chicago, Illinois",,,,Google Books,Johnson Publishing,1975.04.98.26.06,,1975.04.98.26.06,,,Image;StillImage,
blackworld236,https://books.google.com/books?id=obIDAAAAMBAJ&lpg=PA1&pg=PA4#v=onepage&q&f=false,,Apartheid Ecology in America,application/pdf,"An article going over the struggles after the Vietnam War. How most black people were searching for liberation in their communites. The governments were continously tearing down buildings, leaving many communties homeless and hopeless. Some people believed that there was no hope in getting the government to cooperate with them.",Terry Jones,,1975.05,,"Ecology, Liberation, Homelessness, Poverty","Chicago, Illinois",,,,Google Books,Johnson Publishing,1975.05.4.24.07,,1975.05.4.24.07,,,Image;StillImage,
blackworld237,https://books.google.com/books?id=obIDAAAAMBAJ&lpg=PA1&pg=PA18#v=onepage&q&f=false,,Pan-Africanism,application/pdf,"An article depicting the struggles of tyranny or oppression as many people called it. All in all, the people of the community were getting tired of feeling less than themselves and not being able to do the things they enjoy. Oppression or tyranny all stopped black men and women from spreading their mesages throughout the community and until it was removed there was no hope of change.",Ladun Anise,,1975.05,,"Oppression, Racism, Helplessness","Washington, DC",,,,Google Books,Johnson Publishing,1975.05.18.24.07,,1975.05.18.24.07,,,Image;StillImage,
blackworld238,https://books.google.com/books?id=obIDAAAAMBAJ&lpg=PA1&pg=PA28#v=onepage&q&f=false,,Eulogy: For The Honorable Elijah Muhammed,application/pdf,"A poem honoring the legacy of Elijah Muhammed. How he showed his people the essence of black love and community. He taught his people to be confident in themselves and to not let someone choose your life. He carried a nation until his death, and in his death other people respect him enough to spread his word further.",Zack Gilbert,,1975.05,,"Poetry, Legacy","Chicago, Illinois",,,,Google Books,Johnson Publishing,1975.05.28.24.07,,1975.05.28.24.07,,,Image;StillImage,
blackworld239,https://books.google.com/books?id=obIDAAAAMBAJ&lpg=PA1&pg=PA30#v=onepage&q&f=false,,Detente in Southern Africa,application/pdf,"The search for liberation has made it's way to Southern Africa and specifically Rhodesia is suffering badly from the consequences of the community being vulnerable to the Zibabwean governement. The chances to fight are slim to none because there have already been restrictions on the community do they are at a defense. Because of all the changes that have been made to the country, many of the people believe that the country is now white washed and will take a good amount of time to regain power.",C. Munhamu Botsio Utete,,1975.05,,"Liberation, African Revolution, War, Vulnerability","Rhodesia, Zimbabwe",,,,Google Books,Johnson Publishing,1975.05.30.24.07,,1975.05.30.24.07,,,Image;StillImage,
blackworld240,https://books.google.com/books?id=obIDAAAAMBAJ&lpg=PA1&pg=PA37#v=onepage&q&f=false,,Lamidi Fakeye,application/pdf,"Lamidi Fakeye is a sculptor from Nigeria who works were seen by many and inspired many to seek out his pieces. On a trip to Nigeria, Hilda wanted to capture these pieces in their natural states. Which was difficult at the time because most art pieces that were made after the war were unfortunately burned in fires and sold to American buyers to be put on display. They stole the heart of the talented artist and turned their art into something unprofound.",Hilda Njoki McElroy,,1975.05,,"Black Art, Redemption",Nigeria,,,,Google Books,Johnson Publishing,1975.05.37.24.07,,1975.05.37.24.07,,,Image;StillImage,
blackworld241,https://books.google.com/books?id=obIDAAAAMBAJ&lpg=PA1&pg=PA42#v=onepage&q&f=false,,Columbian Artist: Cogollo,application/pdf,Many talented artist from the 70's were not being recognized for their hard work and dedication to the arts such as other people such as John Coltrane or Louis Armstrong. History has shown that there are artist in the world who deserve to be noticed as the Ray Charles in oil painting but have failed because the arts were not as respected as were jazz or modern dance. Some painters such as Cogollo were recognized in this article as someone who was taken advantage of when it came to promoting and showing the world what he could do. Most people were not interested and saw what he did as silly and not real art.,Ted Joans,,1975.05,,"Black Art, Jazz, Sculptures, Recognition",Columbia,,,,Google Books,Johnson Publishing,1975.05.42.24.07,,1975.05.42.24.07,,,Image;StillImage,
blackworld242,https://books.google.com/books?id=obIDAAAAMBAJ&lpg=PA1&pg=PA45#v=onepage&q&f=false,,Humor in Hue,application/pdf,A drawing of a man getting fired from his job because he was drunk. In the drawing you can tell that the man had been drinking because he is holding a bottle and his eyes are low just like a drunk person. His boss looks disappointed in him and this probably was not the first time he came to work intoxicated.,Ham,,1975.05,,Art,N/A,,,,Google Books,Johnson Publishing,1975.05.45.24.07,,1975.05.45.24.07,,,Image;StillImage,
blackworld243,https://books.google.com/books?id=obIDAAAAMBAJ&lpg=PA1&pg=PA46#v=onepage&q&f=false,,Black American,application/pdf,"A poem that displays the feelings of being a Black American during a time where that wasn't an accomplishment. Even though the people were free, there was a part of their spirit that was lost on the plantation fields and it was gone forever to these people. But at the same time, they thought to themselves that the pain they are feeling now could not be worse than answering to a white person.",Frank Marshall Davis,,1975.05,,"Poetry, Black History, Oppression, Identity","Arkansas City, Kansas",,,,Google Books,Johnson Publishing,1975.05.46.24.07,,1975.05.46.24.07,,,Image;StillImage,
blackworld244,https://books.google.com/books?id=obIDAAAAMBAJ&lpg=PA1&pg=PA49#v=onepage&q&f=false,,Perspectives: Books Noted,application/pdf,,Unknown,,1975.05,,,Africa,,,,Google Books,Johnson Publishing,1975.05.49.24.07,,1975.05.49.24.07,,,Image;StillImage,
blackworld245,https://books.google.com/books?id=obIDAAAAMBAJ&lpg=PA1&pg=PA53#v=onepage&q&f=false,,On Record: Politics on Record,application/pdf,,Kiarri Cheatwood,,1975.05,,,"Long Island, New York",,,,Google Books,Johnson Publishing,1975.05.53.24.07,,1975.05.53.24.07,,,Image;StillImage,
blackworld246,https://books.google.com/books?id=obIDAAAAMBAJ&lpg=PA1&pg=PA54#v=onepage&q&f=false,,"The World Is Wide, The World Is Small",application/pdf,,Bari Barrow,,1975.05,,,"Fulton County, Georgia",,,,Google Books,Johnson Publishing,1975.05.54.24.07,,1975.05.54.24.07,,,Image;StillImage,
blackworld247,https://books.google.com/books?id=obIDAAAAMBAJ&lpg=PA1&pg=PA62#v=onepage&q&f=false,,The Original Hebrew Israelite Nation: An Interview,application/pdf,,Hoyt W. Fuller,,1975.05,,,"Chicago, Illinois",,,,Google Books,Johnson Publishing,1975.05.62.24.07,,1975.05.62.24.07,,,Image;StillImage,
blackworld248,https://books.google.com/books?id=obIDAAAAMBAJ&lpg=PA1&pg=PA88#v=onepage&q&f=false,,Remembrance,application/pdf,,Butch White,,1975.05,,,"Hollywood, California",,,,Google Books,Johnson Publishing,1975.05.88.24.07,,1975.05.88.24.07,,,Image;StillImage,
blackworld249,https://books.google.com/books?id=obIDAAAAMBAJ&lpg=PA1&pg=PA92#v=onepage&q&f=false,,Time on the Cross,application/pdf,,Mildred C. Fierce,,1975.05,,,New York,,,,Google Books,Johnson Publishing,1975.05.92.24.07,,1975.05.92.24.07,,,Image;StillImage,
blackworld250,https://books.google.com/books?id=cbIDAAAAMBAJ&lpg=PA1&pg=PA4#v=onepage&q&f=false,,Saturation: Progress Report on a Theory of Black Poetry,application/pdf,,Stephen E. Henderson,,1975.06,,,"Key West, Florida",,,,Google Books,Johnson Publishing,1975.06.4.24.08,,1975.06.4.24.08,,,Image;StillImage,
blackworld251,https://books.google.com/books?id=cbIDAAAAMBAJ&lpg=PA1&pg=PA18#v=onepage&q&f=false,,The Novels of John Wideman,application/pdf,,Kermit Frazier,,1975.06,,,"Washington, D.C",,,,Google Books,Johnson Publishing,1975.06.18.24.08,,1975.06.18.24.08,,,Image;StillImage,
blackworld252,https://books.google.com/books?id=cbIDAAAAMBAJ&lpg=PA1&pg=PA39#v=onepage&q&f=false,,The Works of Derek Walcott: West Indian Gallery,application/pdf,,J. A. Ramsaran,,1975.06,,,West India,,,,Google Books,Johnson Publishing,1975.06.39.24.08,,1975.06.39.24.08,,,Image;StillImage,
blackworld253,https://books.google.com/books?id=cbIDAAAAMBAJ&lpg=PA1&pg=PA49#v=onepage&q&f=false,,Perpectives,application/pdf,,Unknown,,1975.06,,,"Los Angeles, California",,,,Google Books,Johnson Publishing,1975.06.49.24.08,,1975.06.49.24.08,,,Image;StillImage,
blackworld254,https://books.google.com/books?id=cbIDAAAAMBAJ&lpg=PA1&pg=PA51#v=onepage&q&f=false,,Books Noted: The Last Days of Louisiana Red,application/pdf,,Houston A. Baker Jr.,,1975.06,,,"Berkeley, California",,,,Google Books,Johnson Publishing,1975.06.51.24.08,,1975.06.51.24.08,,,Image;StillImage,
blackworld255,https://books.google.com/books?id=cbIDAAAAMBAJ&lpg=PA1&pg=PA53#v=onepage&q&f=false,,Humor in Hue,application/pdf,,Morrie,,1975.06,,,N/A,,,,Google Books,Johnson Publishing,1975.06.53.24.08,,1975.06.53.24.08,,,Image;StillImage,
blackworld256,https://books.google.com/books?id=cbIDAAAAMBAJ&lpg=PA1&pg=PA54#v=onepage&q&f=false,,A Short Story: The Harlem Mice,application/pdf,,Ed Bullins,,1975.06,,,"Harlem, New York",,,,Google Books,Johnson Publishing,1975.06.54.24.08,,1975.06.54.24.08,,,Image;StillImage,
blackworld257,https://books.google.com/books?id=cbIDAAAAMBAJ&lpg=PA1&pg=PA56#v=onepage&q&f=false,,A Short Story: The Luncheon,application/pdf,,Abdi A. Sheik-Abdi,,1975.06,,,"Mogadiscio, Somalia",,,,Google Books,Johnson Publishing,1975.06.56.24.08,,1975.06.56.24.08,,,Image;StillImage,
blackworld258,https://books.google.com/books?id=cbIDAAAAMBAJ&lpg=PA1&pg=PA67#v=onepage&q&f=false,,A Short Story: Sukkie's Song,application/pdf,,Charyn D. Sutton,,1975.06,,,Philadelphia,,,,Google Books,Johnson Publishing,1975.06.67.24.08,,1975.06.67.24.08,,,Image;StillImage,
blackworld259,https://books.google.com/books?id=cbIDAAAAMBAJ&lpg=PA1&pg=PA70#v=onepage&q&f=false,,A Short Story: A Hole They Call A Grave,application/pdf,,Jo Ann Baldwin,,1975.06,,,"Covington, Tennessee",,,,Google Books,Johnson Publishing,1975.06.70.24.08,,1975.06.70.24.08,,,Image;StillImage,
blackworld260,https://books.google.com/books?id=cbIDAAAAMBAJ&lpg=PA1&pg=PA74#v=onepage&q&f=false,,"A Short Story: Rabbit, Rabbit You're Killing Me",application/pdf,,Isaac J. Black,,1975.06,,,"Brooklyn, New York",,,,Google Books,Johnson Publishing,1975.06.74.24.08,,1975.06.74.24.08,,,Image;StillImage,
blackworld261,https://books.google.com/books?id=cbIDAAAAMBAJ&lpg=PA1&pg=PA82#v=onepage&q&f=false,,New Poems By Carolyn M. Rodgers,application/pdf,,Carolyn M. Rodgers,,1975.06,,,"Chicago, Illinois",,,,Google Books,Johnson Publishing,1975.06.82.24.08,,1975.06.82.24.08,,,Image;StillImage,
blackworld262,https://books.google.com/books?id=cbIDAAAAMBAJ&lpg=PA1&pg=PA84#v=onepage&q&f=false,,Summer Worlds: A Mystic Landscape,application/pdf,,Askia Muhammed Toure,,1975.06,,,Egypt,,,,Google Books,Johnson Publishing,1975.06.84.24.08,,1975.06.84.24.08,,,Image;StillImage,
blackworld263,https://books.google.com/books?id=cbIDAAAAMBAJ&lpg=PA1&pg=PA89#v=onepage&q&f=false,,Mothersill and The Foxes,application/pdf,,Huel D. Perkins,,1975.06,,,"Baton Rouge, Louisiana",,,,Google Books,Johnson Publishing,1975.06.89.24.08,,1975.06.89.24.08,,,Image;StillImage,
blackworld264,https://books.google.com/books?id=cbIDAAAAMBAJ&lpg=PA1&pg=PA91#v=onepage&q&f=false,,Scarecrow,application/pdf,,Huel D. Perkins,,1975.06,,,Europe,,,,Google Books,Johnson Publishing,1975.06.91.24.08,,1975.06.91.24.08,,,Image;StillImage,
blackworld265,https://books.google.com/books?id=cbIDAAAAMBAJ&lpg=PA1&pg=PA93#v=onepage&q&f=false,,Blood on Our Land,application/pdf,,Geri Stark,,1975.06,,,"Tanzania, Dubai",,,,Google Books,Johnson Publishing,1975.06.93.24.08,,1975.06.93.24.08,,,Image;StillImage,
blackworld266,https://books.google.com/books?id=cbIDAAAAMBAJ&lpg=PA1&pg=PA96#v=onepage&q&f=false,,Contemporary Novelists,application/pdf,,HWF,,1975.06,,,Africa,,,,Google Books,Johnson Publishing,1975.06.96.24.08,,1975.06.96.24.08,,,Image;StillImage,
blackworld267,https://books.google.com/books?id=dLIDAAAAMBAJ&lpg=PA1&rview=1&pg=PA4#v=onepage&q&f=false,,Mestizaje' vs. Black Identity: The Color Crisis in Latin America,application/pdf,,Richard L. Jackson,,1975.07,,,Cuba,,,,Google Books,Johnson Publishing,1975.07.4.24.09,,1975.07.4.24.09,,,Image;StillImage,
blackworld268,https://books.google.com/books?id=dLIDAAAAMBAJ&lpg=PA1&rview=1&pg=PA22#v=onepage&q&f=true,,Perspectives on African Art Criticism,application/pdf,,Culverson Blair,,1975.07,,,Africa,,,,Google Books,Johnson Publishing,1975.07.22.24.09,,1975.07.22.24.09,,,Image;StillImage,
blackworld269,https://books.google.com/books?id=dLIDAAAAMBAJ&lpg=PA1&rview=1&pg=PA30#v=onepage&q&f=true,,Why I Changed My Ideology': Black Nationalism and Socialist Revolution,application/pdf,,Amiri Baraka,,1975.07,,,"Detroit, Michigan",,,,Google Books,Johnson Publishing,1975.07.30.24.09,,1975.07.30.24.09,,,Image;StillImage,
blackworld270,https://books.google.com/books?id=dLIDAAAAMBAJ&lpg=PA1&rview=1&pg=PA43#v=onepage&q&f=true,,Humor in Hue,application/pdf,,Carr,,1975.07,,,N/A,,,,Google Books,Johnson Publishing,1975.07.43.24.09,,1975.07.43.24.09,,,Image;StillImage,
blackworld111,https://books.google.com/books?id=bbIDAAAAMBAJ&lpg=PA1&dq=black%20world%2F%20negro%20digest&pg=PA79#v=onepage&q=black%20world/%20negro%20digest&f=false,,Towards Pan-Africanism,application/pdf,,Carrie Sembene,,1975. 10,,,,,,,Google Books,Johnson Publishing,,,,,,Image;StillImage,
